經度緯度,經度,緯度,經度緯度
22.3605120.6465,22.3605,120.6465,22.3605120.6465
22.7071120.5014,22.7071,120.5014,22.7071120.5014
22.8495120.5129,22.8495,120.5129,22.8495120.5129
22.8629120.5022,22.8629,120.5022,22.8629120.5022
22.3408120.6365,22.3408,120.6365,22.3408120.6365
22.5434120.6117,22.5434,120.6117,22.5434120.6117
22.6728420257568120.562828063965,22.6728420257568,120.562828063965,22.6728420257568120.562828063965
22.7055120.5208,22.7055,120.5208,22.7055120.5208
25.3980922698975119.220840454102,25.3980922698975,119.220840454102,25.3980922698975119.220840454102
25.1296443939209118.316360473633,25.1296443939209,118.316360473633,25.1296443939209118.316360473633
22.8085120.4822,22.8085,120.4822,22.8085120.4822
22.7659120.4736,22.7659,120.4736,22.7659120.4736
22.4101120.631,22.4101,120.631,22.4101120.631
22.7496120.5382,22.7496,120.5382,22.7496120.5382
22.7871120.493,22.7871,120.493,22.7871120.493
22.7785120.5092,22.7785,120.5092,22.7785120.5092
22.8162120.4937,22.8162,120.4937,22.8162120.4937
22.7723120.5412,22.7723,120.5412,22.7723120.5412
22.7826120.5005,22.7826,120.5005,22.7826120.5005
22.7328120.5089,22.7328,120.5089,22.7328120.5089
22.5726051330566120.544425964355,22.5726051330566,120.544425964355,22.5726051330566120.544425964355
25.0705261230469118.342750549316,25.0705261230469,118.342750549316,25.0705261230469118.342750549316
22.7071120.4662,22.7071,120.4662,22.7071120.4662
22.3753120.6165,22.3753,120.6165,22.3753120.6165
25.0642433166504118.286155700684,25.0642433166504,118.286155700684,25.0642433166504118.286155700684
22.3615120.6242,22.3615,120.6242,22.3615120.6242
25.0306167602539118.438789367676,25.0306167602539,118.438789367676,25.0306167602539118.438789367676
25.0648937225342118.322219848633,25.0648937225342,118.322219848633,25.0648937225342118.322219848633
22.3893120.617,22.3893,120.617,22.3893120.617
22.7127120.4993,22.7127,120.4993,22.7127120.4993
25.0619297027588118.261421203613,25.0619297027588,118.261421203613,25.0619297027588118.261421203613
25.0578384399414118.309494018555,25.0578384399414,118.309494018555,25.0578384399414118.309494018555
25.0724754333496118.32984161377,25.0724754333496,118.32984161377,25.0724754333496118.32984161377
24.9639110565186118.289886474609,24.9639110565186,118.289886474609,24.9639110565186118.289886474609
24.9948654174805118.261322021484,24.9948654174805,118.261322021484,24.9948654174805118.261322021484
25.0190277099609118.321281433105,25.0190277099609,118.321281433105,25.0190277099609118.321281433105
22.7557120.4679,22.7557,120.4679,22.7557120.4679
22.7283120.4601,22.7283,120.4601,22.7283120.4601
24.646120.3999,24.646,120.3999,24.646120.3999
24.9146308898926118.33317565918,24.9146308898926,118.33317565918,24.9146308898926118.33317565918
22.6924120.4992,22.6924,120.4992,22.6924120.4992
25.0318851470947118.291213989258,25.0318851470947,118.291213989258,25.0318851470947118.291213989258
22.7022120.469,22.7022,120.469,22.7022120.469
24.9925842285156118.343627929688,24.9925842285156,118.343627929688,24.9925842285156118.343627929688
24.9936485290527118.341590881348,24.9936485290527,118.341590881348,24.9936485290527118.341590881348
25.0409259796143118.411094665527,25.0409259796143,118.411094665527,25.0409259796143118.411094665527
22.6122150421143120.487060546875,22.6122150421143,120.487060546875,22.6122150421143120.487060546875
25.4707050323486118.737266540527,25.4707050323486,118.737266540527,25.4707050323486118.737266540527
24.7878608703613121.516479492188,24.7878608703613,121.516479492188,24.7878608703613121.516479492188
24.8921121.6092,24.8921,121.6092,24.8921121.6092
25.4666004180908118.713554382324,25.4666004180908,118.713554382324,25.4666004180908118.713554382324
24.8456121.6158,24.8456,121.6158,24.8456121.6158
25.1345122.1741,25.1345,122.1741,25.1345122.1741
25.1006122.0958,25.1006,122.0958,25.1006122.0958
24.912121.6243,24.912,121.6243,24.912121.6243
25.0811121.9999,25.0811,121.9999,25.0811121.9999
25.1195122.0324,25.1195,122.0324,25.1195122.0324
25.1877122.0767,25.1877,122.0767,25.1877122.0767
24.8679121.6547,24.8679,121.6547,24.8679121.6547
24.8687121.6404,24.8687,121.6404,24.8687121.6404
25.0739122.0609,25.0739,122.0609,25.0739122.0609
24.8948121.6288,24.8948,121.6288,24.8948121.6288
24.8839121.6143,24.8839,121.6143,24.8839121.6143
25.0592122.0808,25.0592,122.0808,25.0592122.0808
25.0022121.888,25.0022,121.888,25.0022121.888
24.8768121.5951,24.8768,121.5951,24.8768121.5951
24.8852121.6424,24.8852,121.6424,24.8852121.6424
24.8968121.617,24.8968,121.617,24.8968121.617
24.8555121.6158,24.8555,121.6158,24.8555121.6158
24.89121.6341,24.89,121.6341,24.89121.6341
24.886121.6415,24.886,121.6415,24.886121.6415
24.8954121.6326,24.8954,121.6326,24.8954121.6326
24.8913121.6178,24.8913,121.6178,24.8913121.6178
24.8799381256104121.731117248535,24.8799381256104,121.731117248535,24.8799381256104121.731117248535
24.8773121.621,24.8773,121.621,24.8773121.621
25.0534122.0166,25.0534,122.0166,25.0534122.0166
24.7938121.8278,24.7938,121.8278,24.7938121.8278
24.8859121.608,24.8859,121.608,24.8859121.608
24.8785121.6291,24.8785,121.6291,24.8785121.6291
24.8776121.6157,24.8776,121.6157,24.8776121.6157
24.9139121.6028,24.9139,121.6028,24.9139121.6028
24.8931121.6034,24.8931,121.6034,24.8931121.6034
24.8876121.634,24.8876,121.634,24.8876121.634
24.8994121.592,24.8994,121.592,24.8994121.592
25.1689122.228,25.1689,122.228,25.1689122.228
24.9561121.5947,24.9561,121.5947,24.9561121.5947
25.125122.066,25.125,122.066,25.125122.066
24.898121.6011,24.898,121.6011,24.898121.6011
25.0641122.0378,25.0641,122.0378,25.0641122.0378
25.1207122.1095,25.1207,122.1095,25.1207122.1095
24.8598121.6363,24.8598,121.6363,24.8598121.6363
24.8574121.6494,24.8574,121.6494,24.8574121.6494
24.8528121.6069,24.8528,121.6069,24.8528121.6069
24.9137121.6051,24.9137,121.6051,24.9137121.6051
24.9017121.6214,24.9017,121.6214,24.9017121.6214
25.0967122.0901,25.0967,122.0901,25.0967122.0901
25.2175122.3385,25.2175,122.3385,25.2175122.3385
24.8925121.6179,24.8925,121.6179,24.8925121.6179
24.8665121.6506,24.8665,121.6506,24.8665121.6506
24.8523121.6742,24.8523,121.6742,24.8523121.6742
24.8653121.6509,24.8653,121.6509,24.8653121.6509
24.8629121.6319,24.8629,121.6319,24.8629121.6319
24.8867121.6483,24.8867,121.6483,24.8867121.6483
25.1719122.1169,25.1719,122.1169,25.1719122.1169
25.0592122.0483,25.0592,122.0483,25.0592122.0483
24.878121.6339,24.878,121.6339,24.878121.6339
24.8673121.6302,24.8673,121.6302,24.8673121.6302
24.8793121.6317,24.8793,121.6317,24.8793121.6317
24.9831121.9251,24.9831,121.9251,24.9831121.9251
24.8559121.6595,24.8559,121.6595,24.8559121.6595
25.0547122.0375,25.0547,122.0375,25.0547122.0375
25.0434122.0236,25.0434,122.0236,25.0434122.0236
24.9306121.6123,24.9306,121.6123,24.9306121.6123
24.8831121.6305,24.8831,121.6305,24.8831121.6305
24.8887121.6149,24.8887,121.6149,24.8887121.6149
25.1536122.1006,25.1536,122.1006,25.1536122.1006
24.8995121.6074,24.8995,121.6074,24.8995121.6074
25.0096121.9579,25.0096,121.9579,25.0096121.9579
25.0651122.1188,25.0651,122.1188,25.0651122.1188
25.012122.0034,25.012,122.0034,25.012122.0034
25.0485122.0497,25.0485,122.0497,25.0485122.0497
24.8664121.6199,24.8664,121.6199,24.8664121.6199
24.868121.6369,24.868,121.6369,24.868121.6369
24.8718121.6571,24.8718,121.6571,24.8718121.6571
25.0718122.0558,25.0718,122.0558,25.0718122.0558
24.8803121.6391,24.8803,121.6391,24.8803121.6391
24.8856121.6181,24.8856,121.6181,24.8856121.6181
24.8756121.6507,24.8756,121.6507,24.8756121.6507
24.8926121.6278,24.8926,121.6278,24.8926121.6278
24.8921121.5992,24.8921,121.5992,24.8921121.5992
24.8997121.6161,24.8997,121.6161,24.8997121.6161
24.9399121.899,24.9399,121.899,24.9399121.899
24.9888121.9566,24.9888,121.9566,24.9888121.9566
24.9661121.8976,24.9661,121.8976,24.9661121.8976
24.911121.8312,24.911,121.8312,24.911121.8312
25.0595122.0171,25.0595,122.0171,25.0595122.0171
25.1063122.1007,25.1063,122.1007,25.1063122.1007
24.8477121.6076,24.8477,121.6076,24.8477121.6076
24.8736121.6447,24.8736,121.6447,24.8736121.6447
24.8668121.6336,24.8668,121.6336,24.8668121.6336
24.86121.6519,24.86,121.6519,24.86121.6519
24.8526916503906121.81396484375,24.8526916503906,121.81396484375,24.8526916503906121.81396484375
24.8708121.6651,24.8708,121.6651,24.8708121.6651
24.8975121.6133,24.8975,121.6133,24.8975121.6133
24.9122121.6181,24.9122,121.6181,24.9122121.6181
24.9065121.6176,24.9065,121.6176,24.9065121.6176
24.9041121.6281,24.9041,121.6281,24.9041121.6281
25.0036121.8798,25.0036,121.8798,25.0036121.8798
24.8982121.6366,24.8982,121.6366,24.8982121.6366
24.9037121.6379,24.9037,121.6379,24.9037121.6379
24.8635121.666,24.8635,121.666,24.8635121.666
24.8567121.6512,24.8567,121.6512,24.8567121.6512
24.8931121.6442,24.8931,121.6442,24.8931121.6442
24.8729121.6781,24.8729,121.6781,24.8729121.6781
24.875121.6604,24.875,121.6604,24.875121.6604
24.8357121.7118,24.8357,121.7118,24.8357121.7118
24.8196121.6798,24.8196,121.6798,24.8196121.6798
24.8473121.7234,24.8473,121.7234,24.8473121.7234
24.8367121.7378,24.8367,121.7378,24.8367121.7378
24.9234121.9664,24.9234,121.9664,24.9234121.9664
24.9258121.8969,24.9258,121.8969,24.9258121.8969
24.8788121.635,24.8788,121.635,24.8788121.635
24.8851121.6504,24.8851,121.6504,24.8851121.6504
24.8829121.6183,24.8829,121.6183,24.8829121.6183
24.9883121.9297,24.9883,121.9297,24.9883121.9297
24.8679121.6256,24.8679,121.6256,24.8679121.6256
24.8598121.6196,24.8598,121.6196,24.8598121.6196
25.0013121.913,25.0013,121.913,25.0013121.913
24.8804121.6307,24.8804,121.6307,24.8804121.6307
25.061122.024,25.061,122.024,25.061122.024
25.0831122.0423,25.0831,122.0423,25.0831122.0423
24.6944121.9076,24.6944,121.9076,24.6944121.9076
24.6748121.8713,24.6748,121.8713,24.6748121.8713
24.6941121.8784,24.6941,121.8784,24.6941121.8784
25.1396122.0966,25.1396,122.0966,25.1396122.0966
24.969121.8353,24.969,121.8353,24.969121.8353
24.8628121.6256,24.8628,121.6256,24.8628121.6256
25.0311121.9356,25.0311,121.9356,25.0311121.9356
24.8294121.6548,24.8294,121.6548,24.8294121.6548
24.8352121.6723,24.8352,121.6723,24.8352121.6723
24.8661121.6827,24.8661,121.6827,24.8661121.6827
24.8953121.6216,24.8953,121.6216,24.8953121.6216
24.879121.636,24.879,121.636,24.879121.636
24.6733121.9254,24.6733,121.9254,24.6733121.9254
24.685121.9013,24.685,121.9013,24.685121.9013
25.0321122.0298,25.0321,122.0298,25.0321122.0298
24.8571121.6429,24.8571,121.6429,24.8571121.6429
24.8519121.6691,24.8519,121.6691,24.8519121.6691
24.8624121.6758,24.8624,121.6758,24.8624121.6758
24.8537121.6818,24.8537,121.6818,24.8537121.6818
24.8648121.5957,24.8648,121.5957,24.8648121.5957
24.8755121.6434,24.8755,121.6434,24.8755121.6434
24.8009121.7757,24.8009,121.7757,24.8009121.7757
24.8901121.6539,24.8901,121.6539,24.8901121.6539
24.9011121.6076,24.9011,121.6076,24.9011121.6076
24.9323121.6027,24.9323,121.6027,24.9323121.6027
24.9321121.5923,24.9321,121.5923,24.9321121.5923
24.8841121.6555,24.8841,121.6555,24.8841121.6555
24.8788121.6457,24.8788,121.6457,24.8788121.6457
24.8952121.6239,24.8952,121.6239,24.8952121.6239
24.5253429412842118.169456481934,24.5253429412842,118.169456481934,24.5253429412842118.169456481934
24.8812121.6532,24.8812,121.6532,24.8812121.6532
24.9579122.0681,24.9579,122.0681,24.9579122.0681
24.9585122.0469,24.9585,122.0469,24.9585122.0469
24.8416121.6743,24.8416,121.6743,24.8416121.6743
24.8406121.6601,24.8406,121.6601,24.8406121.6601
24.8325121.6801,24.8325,121.6801,24.8325121.6801
24.8052387237549121.730598449707,24.8052387237549,121.730598449707,24.8052387237549121.730598449707
25.1111122.0385,25.1111,122.0385,25.1111122.0385
25.046121.9522,25.046,121.9522,25.046121.9522
25.0183121.9329,25.0183,121.9329,25.0183121.9329
24.8747121.6283,24.8747,121.6283,24.8747121.6283
24.8963121.6815,24.8963,121.6815,24.8963121.6815
25.109122.1247,25.109,122.1247,25.109122.1247
25.0698122.0744,25.0698,122.0744,25.0698122.0744
25.0032121.9247,25.0032,121.9247,25.0032121.9247
24.8883121.6301,24.8883,121.6301,24.8883121.6301
24.8262729644775121.585029602051,24.8262729644775,121.585029602051,24.8262729644775121.585029602051
24.8848121.6247,24.8848,121.6247,24.8848121.6247
25.2224122.3722,25.2224,122.3722,25.2224122.3722
24.9052121.6355,24.9052,121.6355,24.9052121.6355
24.8824121.6064,24.8824,121.6064,24.8824121.6064
24.8967121.6275,24.8967,121.6275,24.8967121.6275
24.8895121.6218,24.8895,121.6218,24.8895121.6218
24.908121.617,24.908,121.617,24.908121.617
24.9151121.6324,24.9151,121.6324,24.9151121.6324
24.9212121.6056,24.9212,121.6056,24.9212121.6056
24.2966121.7718,24.2966,121.7718,24.2966121.7718
24.8779121.6039,24.8779,121.6039,24.8779121.6039
24.8711121.6227,24.8711,121.6227,24.8711121.6227
24.8781121.6319,24.8781,121.6319,24.8781121.6319
25.0701122.0854,25.0701,122.0854,25.0701122.0854
25.0082121.9419,25.0082,121.9419,25.0082121.9419
25.0146121.9016,25.0146,121.9016,25.0146121.9016
25.1439122.1941,25.1439,122.1941,25.1439122.1941
25.119122.1074,25.119,122.1074,25.119122.1074
24.8625121.6285,24.8625,121.6285,24.8625121.6285
24.8843121.6226,24.8843,121.6226,24.8843121.6226
24.8973121.6113,24.8973,121.6113,24.8973121.6113
24.5540218353271118.134880065918,24.5540218353271,118.134880065918,24.5540218353271118.134880065918
24.8735121.6434,24.8735,121.6434,24.8735121.6434
24.8903121.6155,24.8903,121.6155,24.8903121.6155
24.8658121.636,24.8658,121.636,24.8658121.636
24.856121.6527,24.856,121.6527,24.856121.6527
24.8523121.6625,24.8523,121.6625,24.8523121.6625
24.8051776885986121.750991821289,24.8051776885986,121.750991821289,24.8051776885986121.750991821289
24.8839121.6185,24.8839,121.6185,24.8839121.6185
24.8342121.6504,24.8342,121.6504,24.8342121.6504
24.8934121.5937,24.8934,121.5937,24.8934121.5937
24.8982121.5783,24.8982,121.5783,24.8982121.5783
24.8663121.6215,24.8663,121.6215,24.8663121.6215
24.8959121.6367,24.8959,121.6367,24.8959121.6367
24.9011121.6487,24.9011,121.6487,24.9011121.6487
25.0528122.0793,25.0528,122.0793,25.0528122.0793
24.8724121.6221,24.8724,121.6221,24.8724121.6221
24.8624121.6499,24.8624,121.6499,24.8624121.6499
24.8879121.6191,24.8879,121.6191,24.8879121.6191
24.8786121.642,24.8786,121.642,24.8786121.642
24.8681121.7697,24.8681,121.7697,24.8681121.7697
24.874121.6473,24.874,121.6473,24.874121.6473
24.8645121.6548,24.8645,121.6548,24.8645121.6548
24.8728121.67,24.8728,121.67,24.8728121.67
24.8932121.8095,24.8932,121.8095,24.8932121.8095
24.8419121.6594,24.8419,121.6594,24.8419121.6594
24.8151121.684,24.8151,121.684,24.8151121.684
24.8403121.6563,24.8403,121.6563,24.8403121.6563
24.9843122.0143,24.9843,122.0143,24.9843122.0143
24.9476121.9342,24.9476,121.9342,24.9476121.9342
24.94121.9514,24.94,121.9514,24.94121.9514
24.9452121.9632,24.9452,121.9632,24.9452121.9632
24.9618121.968,24.9618,121.968,24.9618121.968
24.9646121.9436,24.9646,121.9436,24.9646121.9436
25.1113122.053,25.1113,122.053,25.1113122.053
24.9792121.9315,24.9792,121.9315,24.9792121.9315
24.9748121.9201,24.9748,121.9201,24.9748121.9201
25.0291121.9195,25.0291,121.9195,25.0291121.9195
24.9304121.5935,24.9304,121.5935,24.9304121.5935
24.8715121.6146,24.8715,121.6146,24.8715121.6146
24.8872121.6197,24.8872,121.6197,24.8872121.6197
24.8542121.6591,24.8542,121.6591,24.8542121.6591
24.9058121.6094,24.9058,121.6094,24.9058121.6094
24.8691121.6257,24.8691,121.6257,24.8691121.6257
24.6663121.9232,24.6663,121.9232,24.6663121.9232
25.102122.137,25.102,122.137,25.102122.137
24.904121.6359,24.904,121.6359,24.904121.6359
24.9049121.6183,24.9049,121.6183,24.9049121.6183
24.9138121.6379,24.9138,121.6379,24.9138121.6379
24.9308121.6127,24.9308,121.6127,24.9308121.6127
24.9361121.6008,24.9361,121.6008,24.9361121.6008
25.2047122.1562,25.2047,122.1562,25.2047122.1562
25.0068121.9065,25.0068,121.9065,25.0068121.9065
24.9001121.5962,24.9001,121.5962,24.9001121.5962
25.1371122.1311,25.1371,122.1311,25.1371122.1311
25.1435122.1451,25.1435,122.1451,25.1435122.1451
25.0994121.999,25.0994,121.999,25.0994121.999
24.8688121.6615,24.8688,121.6615,24.8688121.6615
24.8905121.6492,24.8905,121.6492,24.8905121.6492
24.8172702789307121.627777099609,24.8172702789307,121.627777099609,24.8172702789307121.627777099609
24.5586700439453118.170608520508,24.5586700439453,118.170608520508,24.5586700439453118.170608520508
24.857121.6635,24.857,121.6635,24.857121.6635
24.8563121.6423,24.8563,121.6423,24.8563121.6423
24.8565121.6138,24.8565,121.6138,24.8565121.6138
25.0519121.86,25.0519,121.86,25.0519121.86
24.8824121.5373,24.8824,121.5373,24.8824121.5373
24.8723121.6588,24.8723,121.6588,24.8723121.6588
24.8122215270996121.660133361816,24.8122215270996,121.660133361816,24.8122215270996121.660133361816
24.9863121.9452,24.9863,121.9452,24.9863121.9452
25.0572121.9819,25.0572,121.9819,25.0572121.9819
25.0636121.9615,25.0636,121.9615,25.0636121.9615
25.0498121.9429,25.0498,121.9429,25.0498121.9429
24.8923121.6286,24.8923,121.6286,24.8923121.6286
24.9135121.599,24.9135,121.599,24.9135121.599
24.9078121.6132,24.9078,121.6132,24.9078121.6132
24.8923121.646,24.8923,121.646,24.8923121.646
24.9164121.5815,24.9164,121.5815,24.9164121.5815
25.1556122.0876,25.1556,122.0876,25.1556122.0876
24.8878121.6386,24.8878,121.6386,24.8878121.6386
25.1239122.0904,25.1239,122.0904,25.1239122.0904
25.0583121.9498,25.0583,121.9498,25.0583121.9498
24.8126659393311121.626914978027,24.8126659393311,121.626914978027,24.8126659393311121.626914978027
24.8641121.632,24.8641,121.632,24.8641121.632
25.2234122.1288,25.2234,122.1288,25.2234122.1288
25.1789122.0437,25.1789,122.0437,25.1789122.0437
24.8933121.6065,24.8933,121.6065,24.8933121.6065
24.9287121.5918,24.9287,121.5918,24.9287121.5918
24.9277121.6164,24.9277,121.6164,24.9277121.6164
24.8776121.6129,24.8776,121.6129,24.8776121.6129
24.9024121.5886,24.9024,121.5886,24.9024121.5886
24.9105121.6089,24.9105,121.6089,24.9105121.6089
24.9078121.5981,24.9078,121.5981,24.9078121.5981
